,code
1199,0000000002010111600286
1200,0000000002010111001124
1201,0000000002010111000903
1202,0000000002010111000122
1203,0000000002010111100283
1204,0000000002010111000903
1205,0000000002010111000122
1206,0000000002010111100283
1207,0000000002010111500418
1208,0000000002010111500517
1209,0000000002010111100507
1210,0000000002010111200189
1211,0000000002010111200023
1212,0000000002010112000060
1213,0000000002010111001124
1214,0000000002010111000903
1215,0000000002010111100507
1216,0000000002015072300006
1217,0000000002012021600003
1218,0000000002011110200008
1219,0000000002011072700021
1220,0000000002010120200011
1221,0000000002010120200014
1222,0000000002010112700262
1223,0000000002010111900214
1224,0000000002010111900214
1225,0000000002014010600005
1226,0000000002010111200100
1227,0000000002010111200247
1228,0000000002017122700007
1229,0000000002018091000018
1230,0000000002011061300050
1231,0000000002010111600822
1232,0000000002010111000081
1233,0000000002010111701015
1234,0000000002010111701107
1235,0000000002010111800423
1236,0000000002011121300001
1237,0000000002011061300047
1238,0000000002012072500041
1239,0000000002012072500036
1240,0000000002010111600780
1241,0000000002010111600779
1242,0000000002010111600319
1243,0000000002010111600365
1244,0000000002010102800075
1245,0000000002010111001012
1246,0000000002010111000760
1247,0000000002010111000198
1248,0000000002010111700675
1249,0000000002010111600780
1250,0000000002010111600779
1251,0000000002010111600365
1252,0000000002010111100525
1253,0000000002010111200051
1254,0000000002010111900283
1255,0000000002010111900323
1256,0000000002012052500003
1257,0000000002011120800007
1258,0000000002011121300001
1259,0000000002010111800624
1260,0000000002010111100525
1261,0000000002010111800624
1262,0000000002010111800700
1263,0000000002010111701015
1264,0000000002010111701107
1265,0000000002010111800423
1266,0000000002010111700770
1267,0000000002010111700675
1268,0000000002010111800423
1269,0000000002010120200032
1270,0000000002010120200065
1271,0000000002010111900143
1272,0000000002016050300006
1273,0000000002016042000021
1274,0000000002010111000739
1275,0000000002015072700036
1276,0000000002016042000013
1277,0000000002010112600211
1278,0000000002010111600685
1279,0000000002010111600691
1280,0000000002010111500306
1281,0000000002010111500250
1282,0000000002010111500463
1283,0000000002010111200300
1284,0000000002010111200089
1285,0000000002010102700066
1286,0000000002010102700117
1287,0000000002010110500081
1288,0000000002010102800069
1289,0000000002010102800076
1290,0000000002010111000754
1291,0000000002010111000896
1292,0000000002010112900024
1293,0000000002010112900143
1294,0000000002013060600008
1295,0000000002010111500306
1296,0000000002010111000571
1297,0000000002010111100236
1298,0000000002010111500228
1299,0000000002010111500250
1300,0000000002010111500250
1301,0000000002010111500306
1302,0000000002010111500463
1303,0000000002010111200300
1304,0000000002010111500785
1305,0000000002010111600394
1306,0000000002010111100607
1307,0000000002010111100580
1308,0000000002011102500004
1309,0000000002015071300017
1310,0000000002012053000004
1311,0000000002012010400002
1312,0000000002010111000580
1313,0000000002010111000571
1314,0000000002010111600691
1315,0000000002010111600685
1316,0000000002012072500004
1317,0000000002014102200006
1318,0000000002015071300017
1319,0000000002011112100005
1320,0000000002010111600870
1321,0000000002010111600394
1322,0000000002011102500004
1323,0000000002010102800076
1324,0000000002010112900024
1325,0000000002010112900143
1326,0000000002013060600008
1327,0000000002018080200008
1328,0000000002010111700726
1329,0000000002010111100498
1330,0000000002010111701173
1331,0000000002010111600624
1332,0000000002010111700459
1333,0000000002010111600897
1334,0000000002010111600338
1335,0000000002010110900466
1336,0000000002011042800016
1337,0000000002011042800002
1338,0000000002015052600071
1339,0000000002012010400009
1340,0000000002010111500235
1341,0000000002010111500450
1342,0000000002010111100981
1343,0000000002010111100744
1344,0000000002010111900246
1345,0000000002010111900127
1346,0000000002010111500235
1347,0000000002010111500450
1348,0000000002015052600071
1349,0000000002012053100007
1350,0000000002011122000033
1351,0000000002010111800614
1352,0000000002010111100498
1353,0000000002017052600009
1354,0000000002010110900466
1355,0000000002010111000948
1356,0000000002010112500159
1357,0000000002010112400233
1358,0000000002010112700207
1359,0000000002010112700221
1360,0000000002010111600897
1361,0000000002010111600338
1362,0000000002010102700035
1363,0000000002014122400013
1364,0000000002013111900001
1365,0000000002015092700001
1366,0000000002010112200252
1367,0000000002016041200010
1368,0000000002010111700445
1369,0000000002010111600161
1370,0000000002010111600224
1371,0000000002010111600243
1372,0000000002010111600161
1373,0000000002010111600492
1374,0000000002010111000852
1375,0000000002010111000832
1376,0000000002015052600086
1377,0000000002015052600083
1378,0000000002015052600120
1379,0000000002012021700001
1380,0000000002010111600161
1381,0000000002010111600243
1382,0000000002010111600914
1383,0000000002010111600492
1384,0000000002010111100989
1385,0000000002010111100533
1386,0000000002010111100704
1387,0000000002011061300061
1388,0000000002012101100014
1389,0000000002013030600006
1390,0000000002013030600009
1391,0000000002012072500029
1392,0000000002012101100014
1393,0000000002013030600009
1394,0000000002013030600006
1395,0000000002012072500029
1396,0000000002013032800034
1397,0000000002015081800056
1398,0000000002015052600120
1399,0000000002015052600086
1400,0000000002012021700001
1401,0000000002010120200026
1402,0000000002010120200061
1403,0000000002010120200199
1404,0000000002010120200026
1405,0000000002010120200199
1406,0000000002010120200061
1407,0000000002010112700104
1408,0000000002010112700102
1409,0000000002018051100002
1410,0000000002010111601017
1411,0000000002010110900876
1412,0000000002010111800334
1413,0000000002010111800294
1414,0000000002010111800363
1415,0000000002010111600056
1416,0000000002012072300035
1417,0000000002012072400022
1418,0000000002015081200014
1419,0000000002015072800024
1420,0000000002010111600554
1421,0000000002010111700416
1422,0000000002010111700326
1423,0000000002010111600218
1424,0000000002010113000340
1425,0000000002010112900030
1426,0000000002013050800009
1427,0000000002010111600056
1428,0000000002010111500774
1429,0000000002010111600431
1430,0000000002015051800026
1431,0000000002010111900330
1432,0000000002010111500790
1433,0000000002010111500778
1434,0000000002010111100040
1435,0000000002010111100208
1436,0000000002012053100008
1437,0000000002011122000021
1438,0000000002010111800607
1439,0000000002012082400013
1440,0000000002012053100008
1441,0000000002011122000021
1442,0000000002010111800607
1443,0000000002012082400013
1444,0000000002010111800363
1445,0000000002010111800335
1446,0000000002010111800294
1447,0000000002010111800334
1448,0000000002010112600429
1449,0000000002010113000340
1450,0000000002010112900030
1451,0000000002013050800009
1452,0000000002015092700003
1453,0000000002015051800026
1454,0000000002016081100003
1455,0000000002010102700101
1456,0000000002010102700101
1457,0000000002010111000095
1458,0000000002010110900819
1459,0000000002010111000073
1460,0000000002010111000096
1461,0000000002010111500232
1462,0000000002010111500405
1463,0000000002010111200254
1464,0000000002010111200116
1465,0000000002010111100490
1466,0000000002010102700110
1467,0000000002010102700131
1468,0000000002015052700003
1469,0000000002011072700007
1470,0000000002010120100101
1471,0000000002010120200097
1472,0000000002010111600384
1473,0000000002010102700131
1474,0000000002010102700110
1475,0000000002010111001018
1476,0000000002010111500232
1477,0000000002010111500405
1478,0000000002010111200254
1479,0000000002010111200116
1480,0000000002010111000563
1481,0000000002010111100128
1482,0000000002010111500232
1483,0000000002010111500405
1484,0000000002010111600384
1485,0000000002010111700275
1486,0000000002018010900004
1487,0000000002010112200289
1488,0000000002016041200019
1489,0000000002012010400006
1490,0000000002011121200007
1491,0000000002012072400009
1492,0000000002015052500116
1493,0000000002015072300012
1494,0000000002015052700003
1495,0000000002015052600095
1496,0000000002010111701175
1497,0000000002010111800243
1498,0000000002010111800369
1499,0000000002010111600718
1500,0000000002012072400027
1501,0000000002012072400009
1502,0000000002011072700007
1503,0000000002010120100101
1504,0000000002010111600792
1505,0000000002010111600384
1506,0000000002010102700110
1507,0000000002010102700131
1508,0000000002018010900004
1509,0000000002018040900001
1510,0000000002010111600264
1511,0000000002010111600299
1512,0000000002010111601274
1513,0000000002010111701146
1514,0000000002010111800079
1515,0000000002010111800453
1516,0000000002010111500829
1517,0000000002010111600075
1518,0000000002010111600123
1519,0000000002010111700708
1520,0000000002010111001170
1521,0000000002010111100256
1522,0000000002010111701146
1523,0000000002010111800079
1524,0000000002010102700111
1525,0000000002010111001170
1526,0000000002010111100256
1527,0000000002010111500178
1528,0000000002010111200157
1529,0000000002010111100880
1530,0000000002010102700111
1531,0000000002010102700174
1532,0000000002010111600123
1533,0000000002010111200087
1534,0000000002010111200157
1535,0000000002010111100880
1536,0000000002010111100256
1537,0000000002010111600299
1538,0000000002010111601274
1539,0000000002010111600264
1540,0000000002012032500004
1541,0000000002012021300009
1542,0000000002010112600022
1543,0000000002010120200063
1544,0000000002014071400037
1545,0000000002010112600022
1546,0000000002010111800453
1547,0000000002010120200063
1548,0000000002010111900241
1549,0000000002014071400037
1550,0000000002016033000036
1551,0000000002016042000008
1552,0000000002014071400037
1553,0000000002018091400002
1554,0000000002010111100462
1555,0000000002010111701057
1556,0000000002010111800486
1557,0000000002010111800426
1558,0000000002010111500958
1559,0000000002010111600543
1560,0000000002012072400021
1561,0000000002011042100070
1562,0000000002015052600084
1563,0000000002015052200005
1564,0000000002010102800002
1565,0000000002010102700121
1566,0000000002010102800083
1567,0000000002010111000279
1568,0000000002010111100192
1569,0000000002010111500449
1570,0000000002010111500442
1571,0000000002010111100767
1572,0000000002010111100616
1573,0000000002016061300007
1574,0000000002018010900001
1575,0000000002016071300031
1576,0000000002010112200258
1577,0000000002010112200254
1578,0000000002016042000017
1579,0000000002010111800608
1580,0000000002013070200038
1581,0000000002013050300021
1582,0000000002012072400021
1583,0000000002011042100070
1584,0000000002010111700824
1585,0000000002010111700727
1586,0000000002010111600208
1587,0000000002010111600294
1588,0000000002010102800002
1589,0000000002010102700121
1590,0000000002016061300007
1591,0000000002016071300031
1592,0000000002018051000001
1593,0000000002018010900001
1594,0000000002010111200045
1595,0000000002014111200005
1596,0000000002010111001096
1597,0000000002010111600821
1598,0000000002011072700006
1599,0000000002010112000029
1600,0000000002010111200192
1601,0000000002010111500106
1602,0000000002010111500469
1603,0000000002010111100982
1604,0000000002010111601060
1605,0000000002010111600236
1606,0000000002010102800062
1607,0000000002010111001099
1608,0000000002010111000502
1609,0000000002010111000336
1610,0000000002010111000278
1611,0000000002010110500063
1612,0000000002010111100240
1613,0000000002010111500106
1614,0000000002010111500469
1615,0000000002010111500782
1616,0000000002010111000278
1617,0000000002010111100240
1618,0000000002010111900297
1619,0000000002010111001096
1620,0000000002010111800518
1621,0000000002012072500071
1622,0000000002013050700004
1623,0000000002011042800013
1624,0000000002015052500107
1625,0000000002015052500048
1626,0000000002015072700026
1627,0000000002014111200005
1628,0000000002011111700023
1629,0000000002011080100015
1630,0000000002010111800493
1631,0000000002010111800366
1632,0000000002010120600023
1633,0000000002010112800071
1634,0000000002010112700264
1635,0000000002010111900174
1636,0000000002010111900243
1637,0000000002010112900116
1638,0000000002010111100627
1639,0000000002011101200002
1640,0000000002011101200002
1641,0000000002010111701119
1642,0000000002010111800436
1643,0000000002010111600662
1644,0000000002010111600612
1645,0000000002010111700171
1646,0000000002010111700314
1647,0000000002010111600239
1648,0000000002010111600191
1649,0000000002010111600402
1650,0000000002010111001111
1651,0000000002010110400056
1652,0000000002010120200029
1653,0000000002010113000110
1654,0000000002010120200058
1655,0000000002010112700341
1656,0000000002010111100233
1657,0000000002010111200231
1658,0000000002010111500675
1659,0000000002010111500787
1660,0000000002010111600239
1661,0000000002010111500675
1662,0000000002010111500787
1663,0000000002010111600402
1664,0000000002016071800015
1665,0000000002010111900303
1666,0000000002010111900342
1667,0000000002015091700007
1668,0000000002011120800010
1669,0000000002012082400018
1670,0000000002012082400015
1671,0000000002012072500021
1672,0000000002011120800010
1673,0000000002012082400018
1674,0000000002012082400015
1675,0000000002012072500021
1676,0000000002011042100024
1677,0000000002015071300014
1678,0000000002010120200029
1679,0000000002010113000110
1680,0000000002013111900002
1681,0000000002013121800007
1682,0000000002010120200029
1683,0000000002010113000110
1684,0000000002010120200058
1685,0000000002010112700341
1686,0000000002010112700337
1687,0000000002018010900005
1688,0000000002018040900004
1689,0000000002010111700544
1690,0000000002010111700272
1691,0000000002011042100027
1692,0000000002010121400103
1693,0000000002016071800017
1694,0000000002010111800253
1695,0000000002010111600736
1696,0000000002010111700687
1697,0000000002010111700180
1698,0000000002010111700274
1699,0000000002010111600416
1700,0000000002010112200337
1701,0000000002010113000187
1702,0000000002010120200047
1703,0000000002010120200203
1704,0000000002010111000918
1705,0000000002010111000298
1706,0000000002010111000128
1707,0000000002010111000227
1708,0000000002010111000128
1709,0000000002010111000298
1710,0000000002010111900355
1711,0000000002010111700272
1712,0000000002010111500743
1713,0000000002010111600416
1714,0000000002010111600511
1715,0000000002010111900355
1716,0000000002010111900355
1717,0000000002016033000017
1718,0000000002016042700008
1719,0000000002016042000012
1720,0000000002010111900093
1721,0000000002011060100007
1722,0000000002012050800002
1723,0000000002012030100006
1724,0000000002013032800031
1725,0000000002013102500001
1726,0000000002012030100006
1727,0000000002012050800002
1728,0000000002011072700019
1729,0000000002010112200337
1730,0000000002010113000187
1731,0000000002010120200203
1732,0000000002010120200047
1733,0000000002010111100945
1734,0000000002018040900003
1735,0000000002010121400006
1736,0000000002010111500758
1737,0000000002015123000004
1738,0000000002010111800197
1739,0000000002010111500174
1740,0000000002014102200015
1741,0000000002014102200019
1742,0000000002015091700005
1743,0000000002016050300012
1744,0000000002010111500453
1745,0000000002010111100346
1746,0000000002010111100916
1747,0000000002010111100751
1748,0000000002010102700078
1749,0000000002010102700185
1750,0000000002010111001041
1751,0000000002010111000986
1752,0000000002010111000501
1753,0000000002010111000181
1754,0000000002010110500038
1755,0000000002010111100153
1756,0000000002010111500090
1757,0000000002010111500357
1758,0000000002010111500453
1759,0000000002010111500719
1760,0000000002010111601034
1761,0000000002010111500719
1762,0000000002010111600427
1763,0000000002010111100652
1764,0000000002010111100153
1765,0000000002010111800197
1766,0000000002015123000004
1767,0000000002010111500174
1768,0000000002010111800242
1769,0000000002010110900200
1770,0000000002010111000986
1771,0000000002010111001090
1772,0000000002013121100013
1773,0000000002013102500003
1774,0000000002014102200015
1775,0000000002014102200019
1776,0000000002011042100034
1777,0000000002015052500096
1778,0000000002015052600102
1779,0000000002010112600019
1780,0000000002014102200015
1781,0000000002010112600019
1782,0000000002010120200039
1783,0000000002014052900001
1784,0000000002010102700185
1785,0000000002010102700078
1786,0000000002010111700082
1787,0000000002014121100001
1788,0000000002015092700006
1789,0000000002017042100009
1790,0000000002016050300009
1791,0000000002016122300009
1792,0000000002011122000034
1793,0000000002012101100016
1794,0000000002013032800012
1795,0000000002013050300023
1796,0000000002010111000546
1797,0000000002010111100076
1798,0000000002010111600533
1799,0000000002010111601218
1800,0000000002015052600082
1801,0000000002015052800012
1802,0000000002011110200007
1803,0000000002011102200007
1804,0000000002010111900292
1805,0000000002010111900318
1806,0000000002010111900298
1807,0000000002015092700006
1808,0000000002014071500017
1809,0000000002010111500273
1810,0000000002010111500730
1811,0000000002010111200085
1812,0000000002012101100016
1813,0000000002013032800012
1814,0000000002013032800022
1815,0000000002013050300018
1816,0000000002010111900318
1817,0000000002011090100008
1818,0000000002010111700646
1819,0000000002015092100003
1820,0000000002015052800012
1821,0000000002014121100001
1822,0000000002014071500017
1823,0000000002011110200007
1824,0000000002011080100005
1825,0000000002011102200007
1826,0000000002010111800514
1827,0000000002010120200197
1828,0000000002010120300002
1829,0000000002010112900133
1830,0000000002010111700334
1831,0000000002016032800017
1832,0000000002012070300006
1833,0000000002016032800017
1834,0000000002010102700100
1835,0000000002010111700011
1836,0000000002010112500164
1837,0000000002010111000481
1838,0000000002010111000089
1839,0000000002010111700011
1840,0000000002013082700004
1841,0000000002010111600684
1842,0000000002010111700112
1843,0000000002010111700092
1844,0000000002010112000050
1845,0000000002010111500060
1846,0000000002010111500215
1847,0000000002010111500425
1848,0000000002010111500441
1849,0000000002010111200185
1850,0000000002010111100312
1851,0000000002010111100414
1852,0000000002010111900116
1853,0000000002010111900251
1854,0000000002010111600078
1855,0000000002010111500215
1856,0000000002010110500059
1857,0000000002010102800107
1858,0000000002010111000377
1859,0000000002010111600078
1860,0000000002010111500441
1861,0000000002010111500739
1862,0000000002010111100414
1863,0000000002010111100312
1864,0000000002010111200185
1865,0000000002010111100983
1866,0000000002010111100840
1867,0000000002010111100677
1868,0000000002010111100677
1869,0000000002010111900324
1870,0000000002015091700004
1871,0000000002010112200299
1872,0000000002016042000015
1873,0000000002016122300012
1874,0000000002016071800034
1875,0000000002011042100061
1876,0000000002015052500125
1877,0000000002015052600030
1878,0000000002015052800006
1879,0000000002015052600090
1880,0000000002010111000427
1881,0000000002010110500059
1882,0000000002010102800107
1883,0000000002010111800629
1884,0000000002010112600413
1885,0000000002010112600409
1886,0000000002010112500017
1887,0000000002010113000042
1888,0000000002010111601069
1889,0000000002010111601091
1890,0000000002010111700167
1891,0000000002010111601019
1892,0000000002016042000015
1893,0000000002016122300012
1894,0000000002018013000005
1895,0000000002010111700069
1896,0000000002010111700069
1897,0000000002017042100008
1898,0000000002012010400003
1899,0000000002015052200013
1900,0000000002010111601125
1901,0000000002013121100012
1902,0000000002015052200086
1903,0000000002015092700004
1904,0000000002010111700532
1905,0000000002010111700060
1906,0000000002010111200224
1907,0000000002015121700009
1908,0000000002012072500014
1909,0000000002015052500118
1910,0000000002010120200035
1911,0000000002010113000170
1912,0000000002010111700007
1913,0000000002010111700852
1914,0000000002010111200118
1915,0000000002010111500121
1916,0000000002010111500955
1917,0000000002010111200348
1918,0000000002010111200158
1919,0000000002010111000253
1920,0000000002010111000383
1921,0000000002010111000482
1922,0000000002010111000253
1923,0000000002010111100052
1924,0000000002010111700087
1925,0000000002015052200013
1926,0000000002015121700009
1927,0000000002010111200224
1928,0000000002010111000482
1929,0000000002010111000253
1930,0000000002010111100254
1931,0000000002010111100052
1932,0000000002010111100052
1933,0000000002010111100254
1934,0000000002010111500121
1935,0000000002010111200348
1936,0000000002012053100005
1937,0000000002010110900255
1938,0000000002010111000867
1939,0000000002010111000383
1940,0000000002016042000016
1941,0000000002011121300002
1942,0000000002012010400001
1943,0000000002010111800615
1944,0000000002010111800545
1945,0000000002012072500045
1946,0000000002012072500014
1947,0000000002015052500118
1948,0000000002010113000170
1949,0000000002010120600029
1950,0000000002010120800003
1951,0000000002010120600027
1952,0000000002010111900156
1953,0000000002015092700004
1954,0000000002010111500219
1955,0000000002010111200092
1956,0000000002010111500219
1957,0000000002017081800007
1958,0000000002012072400006
1959,0000000002010112700052
1960,0000000002018041000002
1961,0000000002010121300025
1962,0000000002010121300022
1963,0000000002010121300021
1964,0000000002010111701261
1965,0000000002010111600450
1966,0000000002013032800013
1967,0000000002010112900129
1968,0000000002010112800021
1969,0000000002011042100081
1970,0000000002010111600960
1971,0000000002010112000009
1972,0000000002010110900170
1973,0000000002010112600340
1974,0000000002010112100009
1975,0000000002010112700071
1976,0000000002010112000009
1977,0000000002010112700071
1978,0000000002010111700049
1979,0000000002010111701094
1980,0000000002010111200385
1981,0000000002010111100381
1982,0000000002010111200034
1983,0000000002010102700044
1984,0000000002010111601328
1985,0000000002010111700343
1986,0000000002010111600190
1987,0000000002010111600214
1988,0000000002010111900300
1989,0000000002010111900302
1990,0000000002010111900345
1991,0000000002010111600960
1992,0000000002010111500369
1993,0000000002010111200385
1994,0000000002010111100381
1995,0000000002010111200034
1996,0000000002010111601369
1997,0000000002010111900302
1998,0000000002010111900300
1999,0000000002010111900345
2000,0000000002010110500068
2001,0000000002010111100381
2002,0000000002010111000626
2003,0000000002010110500010
2004,0000000002012072400004
2005,0000000002012072500003
2006,0000000002015052500134
2007,0000000002015071300010
2008,0000000002015072300010
2009,0000000002012021300003
2010,0000000002011072700009
2011,0000000002010112500141
2012,0000000002015072300010
2013,0000000002011072700009
2014,0000000002010112500141
2015,0000000002010111800271
2016,0000000002010120100115
2017,0000000002010112900203
2018,0000000002010112900260
2019,0000000002010111000418
2020,0000000002010121400007
2021,0000000002010121300018
2022,0000000002012042700001
2023,0000000002010121300017
2024,0000000002010111900309
2025,0000000002011121200005
2026,0000000002010112700117
2027,0000000002010111000725
2028,0000000002010111000725
2029,0000000002010111000740
2030,0000000002010111900161
2031,0000000002013082700003
2032,0000000002010111800588
2033,0000000002015121700008
2034,0000000002010111700843
2035,0000000002010111000261
2036,0000000002010111100548
2037,0000000002010111800588
2038,0000000002010111700843
2039,0000000002015121700008
2040,0000000002011120800006
2041,0000000002011061300030
2042,0000000002012072500028
2043,0000000002012072500017
2044,0000000002010111700690
2045,0000000002010111700584
2046,0000000002010111000087
2047,0000000002010111000541
2048,0000000002015052600089
2049,0000000002015052600076
2050,0000000002011072700003
2051,0000000002011111600001
2052,0000000002010112400184
2053,0000000002010111900138
2054,0000000002010111500230
2055,0000000002010111500271
2056,0000000002010111500515
2057,0000000002010111100510
2058,0000000002010111200104
2059,0000000002010111200032
2060,0000000002010111100537
2061,0000000002010111100742
2062,0000000002010111100083
2063,0000000002010111900317
2064,0000000002010111900316
2065,0000000002010111900287
2066,0000000002010111000261
2067,0000000002010111200229
2068,0000000002015052200120
2069,0000000002016033000007
2070,0000000002016080900002
2071,0000000002011120800006
2072,0000000002012072300034
2073,0000000002014111200004
2074,0000000002015052500075
2075,0000000002015072300009
2076,0000000002015052600089
2077,0000000002015052600076
2078,0000000002011111600001
2079,0000000002011072700003
2080,0000000002010112400184
2081,0000000002010111900138
2082,0000000002015082800009
2083,0000000002010111700047
2084,0000000002010111700584
2085,0000000002010111900128
2086,0000000002015052200120
2087,0000000002018051500001
2088,0000000002013072400011
2089,0000000002015052200120
2090,0000000002018051500001
2091,0000000002014032000014
2092,0000000002014032000014
2093,0000000002010111600373
2094,0000000002010111000938
2095,0000000002010110900725
2096,0000000002018091300001
2097,0000000002010111600374
2098,0000000002010112700333
2099,0000000002010121500003
2100,0000000002016011900006
2101,0000000002010110900145
2102,0000000002010111200115
2103,0000000002010111900380
2104,0000000002010111600583
2105,0000000002010111601251
2106,0000000002016032800039
2107,0000000002010102800057
2108,0000000002011101200003
2109,0000000002010111601150
2110,0000000002011102500003
2111,0000000002010102700177
2112,0000000002016011900003
2113,0000000002013090600010
2114,0000000002011072600008
2115,0000000002010111700208
2116,0000000002010111900135
2117,0000000002010111500773
2118,0000000002013090600010
2119,0000000002016011900003
2120,0000000002013070200004
2121,0000000002010121500003
2122,0000000002010111700641
2123,0000000002010111600583
2124,0000000002015052700034
2125,0000000002010120200034
2126,0000000002010120200207
2127,0000000002010112700265
2128,0000000002010111700984
2129,0000000002010111600642
2130,0000000002010111700815
2131,0000000002010111700555
2132,0000000002010111600845
2133,0000000002010111600877
2134,0000000002010111600333
2135,0000000002010102700050
2136,0000000002010111100851
2137,0000000002010111000326
2138,0000000002010111000357
2139,0000000002010111000179
2140,0000000002010111100611
2141,0000000002010111100138
2142,0000000002010111900135
2143,0000000002010111500773
2144,0000000002010111100415
2145,0000000002010111200091
2146,0000000002010111100851
2147,0000000002010111100776
2148,0000000002010112600017
2149,0000000002010111700208
2150,0000000002010111200115
2151,0000000002016011900006
2152,0000000002010111900389
2153,0000000002018010200021
2154,0000000002014073000002
2155,0000000002011090800005
2156,0000000002012072500050
2157,0000000002012072500038
2158,0000000002012072600003
2159,0000000002013050300020
2160,0000000002012072400016
2161,0000000002012072300033
2162,0000000002012072300023
2163,0000000002014121100003
2164,0000000002015052500069
2165,0000000002015070300003
2166,0000000002015071300007
2167,0000000002015052700034
2168,0000000002010111700984
2169,0000000002010111600642
2170,0000000002010111700815
2171,0000000002010111700555
2172,0000000002010111600877
2173,0000000002010111600845
2174,0000000002010111600333
2175,0000000002010102700050
2176,0000000002010111700505
2177,0000000002018010200021
2178,0000000002011090800005
2179,0000000002010111700668
2180,0000000002011090800005
2181,0000000002014122900011
2182,0000000002018010200021
2183,0000000002014073000002
2184,0000000002012072300024
2185,0000000002018041000001
2186,0000000002018041000003
2187,0000000002010111500832
2188,0000000002010111000912
2189,0000000002014010300006
2190,0000000002010111700457
2191,0000000002010111200055
2192,0000000002018090400015
2193,0000000002010111100031
2194,0000000002010111100303
2195,0000000002010111600415
2196,0000000002011112100003
2197,0000000002010112500148
2198,0000000002010112500149
2199,0000000002010111600491
2200,0000000002010111600022
2201,0000000002010112200057
2202,0000000002010111500952
2203,0000000002010111700430
2204,0000000002010112200057
2205,0000000002010112500163
2206,0000000002010102800039
2207,0000000002010111600460
2208,0000000002010111701209
2209,0000000002010111700460
2210,0000000002010111700958
2211,0000000002010111700024
2212,0000000002010110900220
2213,0000000002010112500163
2214,0000000002010111600022
2215,0000000002011042100025
2216,0000000002010102700142
2217,0000000002010102800005
2218,0000000002010111600953
2219,0000000002010111600379
2220,0000000002010111700268
2221,0000000002010111700460
2222,0000000002010111700024
2223,0000000002010111700958
2224,0000000002010112100008
2225,0000000002015052200119
2226,0000000002016032800019
2227,0000000002010113000220
2228,0000000002010102800039
2229,0000000002010111500952
2230,0000000002010111700430
2231,0000000002015052200119
2232,0000000002015051800013
2233,0000000002012022700003
2234,0000000002010112500143
2235,0000000002010120200027
2236,0000000002011042100025
2237,0000000002010110900220
2238,0000000002010111600491
2239,0000000002010111100486
2240,0000000002010111500351
2241,0000000002010111500221
2242,0000000002010111500451
2243,0000000002010111200088
2244,0000000002010111000574
2245,0000000002010111000723
2246,0000000002010111000160
2247,0000000002010110500022
2248,0000000002010111100170
2249,0000000002016032800005
2250,0000000002010111500351
2251,0000000002010111500221
2252,0000000002010111100170
2253,0000000002010111601211
2254,0000000002010111500545
2255,0000000002010111500679
2256,0000000002010111100326
2257,0000000002010111200088
2258,0000000002010111900296
2259,0000000002011122000029
2260,0000000002017010900005
2261,0000000002010111700213
2262,0000000002010111000887
2263,0000000002015071300008
2264,0000000002012072500048
2265,0000000002012072500002
2266,0000000002012072300041
2267,0000000002014111800010
2268,0000000002013092600008
2269,0000000002013032800015
2270,0000000002012072500048
2271,0000000002012072500002
2272,0000000002012022700003
2273,0000000002013092600008
2274,0000000002013032800015
2275,0000000002012072500048
2276,0000000002010111100496
2277,0000000002010111000574
2278,0000000002010111000723
2279,0000000002010110500022
2280,0000000002010113000167
2281,0000000002010112800097
2282,0000000002010111900177
2283,0000000002013053000002
2284,0000000002014052900004
2285,0000000002016090800004
2286,0000000002010111200333
2287,0000000002010111601359
2288,0000000002017010900005
2289,0000000002016090800004
2290,0000000002010111700213
2291,0000000002017122700003
2292,0000000002016101000025
2293,0000000002011080500001
2294,0000000002012042700002
2295,0000000002010121400008
2296,0000000002012042700005
2297,0000000002010111000921
2298,0000000002018013000004
2299,0000000002010111200333
2300,0000000002012042700005
2301,0000000002011080500001
2302,0000000002010121400008
2303,0000000002012042700002
2304,0000000002012052500002
2305,0000000002011102000003
2306,0000000002017061600001
2307,0000000002010111800506
2308,0000000002010112600119
2309,0000000002010111000251
2310,0000000002010112700267
2311,0000000002010110900028
2312,0000000002010111701285
2313,0000000002015120200011
2314,0000000002010111700287
2315,0000000002010111800455
2316,0000000002010111600432
2317,0000000002015120200009
2318,0000000002010110901373
2319,0000000002010111000802
2320,0000000002010102700170
2321,0000000002010111701023
2322,0000000002010111500649
2323,0000000002010111600432
2324,0000000002012053100006
2325,0000000002010111701166
2326,0000000002010111701251
2327,0000000002010111500805
2328,0000000002010110901373
2329,0000000002011042100048
2330,0000000002013120900001
2331,0000000002012052100001
2332,0000000002010111500649
2333,0000000002010111701166
2334,0000000002010111701251
2335,0000000002010102700170
2336,0000000002012052100001
2337,0000000002013120900001
2338,0000000002011042100048
2339,0000000002013062800003
2340,0000000002013091700002
2341,0000000002010111000305
2342,0000000002010111200112
2343,0000000002010111900254
2344,0000000002010111900069
2345,0000000002011042800004
2346,0000000002010112000035
2347,0000000002010112100021
2348,0000000002010111600759
2349,0000000002010111900192
2350,0000000002010111701023
2351,0000000002010111500649
2352,0000000002010111800381
2353,0000000002012072500070
2354,0000000002016032800055
2355,0000000002016020400007
2356,0000000002010113000309
2357,0000000002010111900236
2358,0000000002010111600052
2359,0000000002010111600133
2360,0000000002016032800037
2361,0000000002016032800024
2362,0000000002016032800042
2363,0000000002016032800062
2364,0000000002016032800037
