,code
317,0000000002011042600012
318,0000000002015052200138
319,0000000002015052600081
320,0000000002015052200138
321,0000000002015052600081
322,0000000002011082500010
323,0000000002011080100009
324,0000000002010111800164
325,0000000002010111600639
326,0000000002010111600676
327,0000000002010111700695
328,0000000002010113000169
329,0000000002010120600024
330,0000000002010120200060
331,0000000002010112700343
332,0000000002010112900090
333,0000000002014010200006
334,0000000002010111700997
335,0000000002010111500802
336,0000000002017042100013
337,0000000002017033100003
338,0000000002016042600010
339,0000000002012101100017
340,0000000002012072500061
341,0000000002012072500023
342,0000000002013050300008
343,0000000002016022300013
344,0000000002010111000184
345,0000000002010110500056
346,0000000002010102800105
347,0000000002010111500434
348,0000000002010111500521
349,0000000002010111500484
350,0000000002010111500623
351,0000000002010111500618
352,0000000002010111600525
353,0000000002010111600471
354,0000000002010111100640
355,0000000002010111100731
356,0000000002010111100718
357,0000000002015091700002
358,0000000002017033100003
359,0000000002017042100013
360,0000000002016042600010
361,0000000002016022300013
362,0000000002010111900071
363,0000000002010111900056
364,0000000002012072500061
365,0000000002012072500023
366,0000000002013050300008
367,0000000002014121100004
368,0000000002010102800105
369,0000000002010111900071
370,0000000002010111900056
371,0000000002010111700997
372,0000000002011072700001
373,0000000002010112600411
374,0000000002010113000008
375,0000000002010121000003
376,0000000002010111900222
377,0000000002010111900145
378,0000000002016022300013
379,0000000002016032800011
380,0000000002014042300001
381,0000000002015092700007
382,0000000002010112200280
383,0000000002016042000006
384,0000000002010111001116
385,0000000002010111000937
386,0000000002010111000347
387,0000000002010111100071
388,0000000002011042800012
389,0000000002015072700018
390,0000000002012032500010
391,0000000002011082500014
392,0000000002010111000937
393,0000000002010111000347
394,0000000002010111100279
395,0000000002010111100071
396,0000000002010111500222
397,0000000002010111500763
398,0000000002010111200070
399,0000000002010111100543
400,0000000002010111100571
401,0000000002010111100543
402,0000000002010111100279
403,0000000002010111100071
404,0000000002016051700003
405,0000000002010111800552
406,0000000002012032500010
407,0000000002013081900007
408,0000000002015072700018
409,0000000002012032500010
410,0000000002011082500014
411,0000000002010112500161
412,0000000002010112700224
413,0000000002015092700007
414,0000000002016042000006
415,0000000002016051700003
416,0000000002010111800325
417,0000000002010111500953
418,0000000002010111500798
419,0000000002010111600746
420,0000000002010111200050
421,0000000002010111200114
422,0000000002010111200151
423,0000000002010102700201
424,0000000002010111601222
425,0000000002010111600164
426,0000000002010111600200
427,0000000002010111600182
428,0000000002016022300012
429,0000000002016022300014
430,0000000002015052600045
431,0000000002015052600088
432,0000000002010111000823
433,0000000002010110500047
434,0000000002010111000133
435,0000000002010111100188
436,0000000002010102700084
437,0000000002010111001107
438,0000000002010111001067
439,0000000002010111000793
440,0000000002010112800108
441,0000000002010112900294
442,0000000002010111900215
443,0000000002013050800017
444,0000000002010111500261
445,0000000002010111500293
446,0000000002010111500426
447,0000000002010111200351
448,0000000002010102700084
449,0000000002010102700077
450,0000000002010102700054
451,0000000002010102700184
452,0000000002010111200050
453,0000000002016041100010
454,0000000002011042100065
455,0000000002015052600098
456,0000000002010111800604
457,0000000002010111900066
458,0000000002011061300039
459,0000000002012032500008
460,0000000002010111000793
461,0000000002010110500047
462,0000000002010111900066
463,0000000002010111800604
464,0000000002013050700015
465,0000000002013032800023
466,0000000002013032800029
467,0000000002012072400036
468,0000000002011042100065
469,0000000002015052600088
470,0000000002015052600045
471,0000000002015052600098
472,0000000002013050800017
473,0000000002014010200002
474,0000000002010111800325
475,0000000002010113000215
476,0000000002010112800108
477,0000000002010112900294
478,0000000002010111900215
479,0000000002013050800017
480,0000000002010112900294
481,0000000002010112800108
482,0000000002010111900215
483,0000000002010112000044
484,0000000002010111700176
485,0000000002010111600271
486,0000000002010111600207
487,0000000002010111600255
488,0000000002010111600387
489,0000000002010111600321
490,0000000002010102800050
491,0000000002010102800046
492,0000000002015072700017
493,0000000002012030100007
494,0000000002011072600007
495,0000000002010112500150
496,0000000002010112400165
497,0000000002010120100128
498,0000000002010120100123
499,0000000002010113000072
500,0000000002010120200043
501,0000000002010120200109
502,0000000002010111900118
503,0000000002010111500311
504,0000000002010111600321
505,0000000002010111600387
506,0000000002010111100553
507,0000000002010111100549
508,0000000002010111900337
509,0000000002010112000044
510,0000000002012050800004
511,0000000002011122000035
512,0000000002010112000044
513,0000000002010111000924
514,0000000002010111100452
515,0000000002010111000743
516,0000000002011122000023
517,0000000002011072600004
518,0000000002012082400022
519,0000000002012072300013
520,0000000002011072600007
521,0000000002010112500150
522,0000000002010112400165
523,0000000002010120100123
524,0000000002010120100128
525,0000000002010113000072
526,0000000002010120200109
527,0000000002010120200043
528,0000000002010120200043
529,0000000002010111900118
530,0000000002010111800463
531,0000000002010111600053
532,0000000002010111500800
533,0000000002010111700569
534,0000000002010111600277
535,0000000002010111600865
536,0000000002010111600899
537,0000000002010111600496
538,0000000002010110900093
539,0000000002010102700071
540,0000000002010111100013
541,0000000002010111000999
542,0000000002010111000813
543,0000000002010111000775
544,0000000002010120200208
545,0000000002010111900221
546,0000000002014071400042
547,0000000002010111600053
548,0000000002010111200365
549,0000000002010111200043
550,0000000002010111200062
551,0000000002010111900332
552,0000000002010111000327
553,0000000002010111100299
554,0000000002010111900332
555,0000000002010110900093
556,0000000002012072300031
557,0000000002013102500002
558,0000000002013112600003
559,0000000002015073000004
560,0000000002012070600024
561,0000000002014071400042
562,0000000002011080100012
563,0000000002011072700004
564,0000000002010112400170
565,0000000002010120200208
566,0000000002010111900221
567,0000000002014071400042
568,0000000002010102700071
569,0000000002016042700009
570,0000000002016080900001
571,0000000002011121200006
572,0000000002010111200180
573,0000000002010111100932
574,0000000002010102700058
575,0000000002010102700229
576,0000000002010111700853
577,0000000002010111601329
578,0000000002010111601061
579,0000000002010111601011
580,0000000002010111600067
581,0000000002010111600064
582,0000000002010111600636
583,0000000002010111600603
584,0000000002010111900216
585,0000000002013050800007
586,0000000002010111600067
587,0000000002010111600064
588,0000000002010111100290
589,0000000002010102700229
590,0000000002010111500066
591,0000000002010111500164
592,0000000002010111001129
593,0000000002010102800094
594,0000000002010111800574
595,0000000002010111701100
596,0000000002011121200006
597,0000000002010111800574
598,0000000002012032500006
599,0000000002012082400011
600,0000000002012032500006
601,0000000002010112500170
602,0000000002010112600274
603,0000000002010113000092
604,0000000002010113000092
605,0000000002010120200111
606,0000000002010112800091
607,0000000002010112700155
608,0000000002010111600312
609,0000000002010111600345
610,0000000002010102700229
611,0000000002010102700058
612,0000000002010111600476
613,0000000002010111700136
614,0000000002010111700887
615,0000000002010111701206
616,0000000002010111500372
617,0000000002010111200233
618,0000000002010111200340
619,0000000002010111100428
620,0000000002010111600867
621,0000000002010111600912
622,0000000002010111600483
623,0000000002010111001044
624,0000000002010111000925
625,0000000002010111000510
626,0000000002010111000671
627,0000000002010111500052
628,0000000002010112800060
629,0000000002010112700004
630,0000000002010112900144
631,0000000002010112900005
632,0000000002010111500691
633,0000000002010111500714
634,0000000002010111500748
635,0000000002010111100428
636,0000000002010111100562
637,0000000002010111900339
638,0000000002010111900265
639,0000000002015092700005
640,0000000002016111500009
641,0000000002011120800009
642,0000000002012021300005
643,0000000002012101100018
644,0000000002010111900265
645,0000000002010111600476
646,0000000002010111700136
647,0000000002010111001044
648,0000000002014102300001
649,0000000002015052500033
650,0000000002015072700005
651,0000000002015052600080
652,0000000002014102300001
653,0000000002015052500033
654,0000000002012021300005
655,0000000002010120200114
656,0000000002010120200114
657,0000000002010112700004
658,0000000002010112800060
659,0000000002010112900144
660,0000000002016111500009
661,0000000002010111800199
662,0000000002010111800171
663,0000000002010111800337
664,0000000002010111500964
665,0000000002010111700722
666,0000000002010111700849
667,0000000002010111700679
668,0000000002012072400017
669,0000000002015072700016
670,0000000002010112600321
671,0000000002010113000182
672,0000000002010120200106
673,0000000002010112700085
674,0000000002010112900096
675,0000000002010112900131
676,0000000002014071500023
677,0000000002010111500964
678,0000000002010111500247
679,0000000002010111100886
680,0000000002010111100843
681,0000000002010111100300
682,0000000002010111000558
683,0000000002010111800641
684,0000000002012072500009
685,0000000002014121100006
686,0000000002014102200025
687,0000000002015072700016
688,0000000002014102200025
689,0000000002010112600321
690,0000000002010113000182
691,0000000002010120200106
692,0000000002010112700085
693,0000000002010112900131
694,0000000002010112900096
695,0000000002014010200004
696,0000000002010112900096
697,0000000002010111000111
698,0000000002010111500366
699,0000000002010111500419
700,0000000002013032800020
701,0000000002012072400044
702,0000000002015052500101
703,0000000002015052500148
704,0000000002010102700081
705,0000000002010102700165
706,0000000002010110900007
707,0000000002010111001185
708,0000000002010111000707
709,0000000002010111000284
710,0000000002010111000236
711,0000000002010102800089
712,0000000002010102800089
713,0000000002010110400030
714,0000000002010102800110
715,0000000002010111000284
716,0000000002010111100100
717,0000000002010111500366
718,0000000002010111500419
719,0000000002010111200252
720,0000000002010111500366
721,0000000002010111500419
722,0000000002010111200252
723,0000000002010111500690
724,0000000002010111500744
725,0000000002010111500572
726,0000000002010111500529
727,0000000002010111100509
728,0000000002010102700193
729,0000000002012050800003
730,0000000002013030600008
731,0000000002013032800020
732,0000000002010102800110
733,0000000002010110500003
734,0000000002010111700961
735,0000000002010111800251
736,0000000002015071300016
737,0000000002015071300015
738,0000000002010112400246
739,0000000002010111900196
740,0000000002010102700081
741,0000000002010102700193
742,0000000002013112600005
743,0000000002010112200253
744,0000000002010111200216
745,0000000002010111100988
746,0000000002010110900258
747,0000000002010102800012
748,0000000002012072400030
749,0000000002015072700024
750,0000000002011110200009
751,0000000002011072700011
752,0000000002010111500961
753,0000000002010111500820
754,0000000002010111600234
755,0000000002010111600995
756,0000000002010111600357
757,0000000002010111600295
758,0000000002010111900320
759,0000000002010112200253
760,0000000002010111900059
761,0000000002012102500002
762,0000000002012082400020
763,0000000002012072500037
764,0000000002012082400020
765,0000000002012072500037
766,0000000002012072400030
767,0000000002013112600005
768,0000000002010111900059
769,0000000002010111701036
770,0000000002010111600234
771,0000000002010111600995
772,0000000002010113000177
773,0000000002010112900259
774,0000000002013050800003
775,0000000002018091400001
776,0000000002010111500259
777,0000000002010111500336
778,0000000002010111200345
779,0000000002010111200021
780,0000000002016041100016
781,0000000002016051700009
782,0000000002012070900010
783,0000000002011122000016
784,0000000002010111701158
785,0000000002010111700947
786,0000000002010111600635
787,0000000002010111700863
788,0000000002010111100059
789,0000000002010111500336
790,0000000002010111500259
791,0000000002010111200345
792,0000000002015052600074
793,0000000002012032500001
794,0000000002012021300006
795,0000000002010112600414
796,0000000002010111100599
797,0000000002010111900319
798,0000000002010112200292
799,0000000002016033000008
800,0000000002011122000016
801,0000000002010111800635
802,0000000002010111800621
803,0000000002013092600005
804,0000000002010111800621
805,0000000002012021300006
806,0000000002012032500001
807,0000000002013092600005
808,0000000002011122000016
809,0000000002012010400004
810,0000000002010111800635
811,0000000002010111800621
812,0000000002015052600111
813,0000000002015052600074
814,0000000002012032500001
815,0000000002012021300006
816,0000000002010112600414
817,0000000002010113000066
818,0000000002010120200050
819,0000000002010112800015
820,0000000002010111800218
821,0000000002010113000066
822,0000000002010120200050
823,0000000002010112800015
824,0000000002010112900295
825,0000000002010111900235
826,0000000002014101100005
827,0000000002010111701270
828,0000000002010111200327
829,0000000002010111100358
830,0000000002010111100788
831,0000000002010111200037
832,0000000002010111600618
833,0000000002010111600714
834,0000000002010111600223
835,0000000002010111600167
836,0000000002010111100141
837,0000000002010111100158
838,0000000002010111100024
839,0000000002010111701234
840,0000000002010111000340
841,0000000002010111100141
842,0000000002010111100158
843,0000000002010111100024
844,0000000002010102700209
845,0000000002010111500385
846,0000000002010111200327
847,0000000002010111500725
848,0000000002010111100358
849,0000000002010111100788
850,0000000002010111200037
851,0000000002010111100778
852,0000000002010111100141
853,0000000002010111100024
854,0000000002010111000956
855,0000000002010111100358
856,0000000002010111800576
857,0000000002010111701086
858,0000000002010111701270
859,0000000002010111701234
860,0000000002010111700987
861,0000000002010111800200
862,0000000002010111600714
863,0000000002010111600618
864,0000000002010111600223
865,0000000002010111600167
866,0000000002010111601049
867,0000000002010111600457
868,0000000002010111600481
869,0000000002010102700209
870,0000000002011102500001
871,0000000002014122400010
872,0000000002010111500113
873,0000000002010111500209
874,0000000002010111200298
875,0000000002010111200286
876,0000000002010111600566
877,0000000002010111600278
878,0000000002010102700076
879,0000000002010111001196
880,0000000002011122000032
881,0000000002011061300054
882,0000000002011061300025
883,0000000002013092600006
884,0000000002012072300021
885,0000000002015061700010
886,0000000002015052600077
887,0000000002015052700009
888,0000000002010111200257
889,0000000002010111200382
890,0000000002010111200334
891,0000000002010111200286
892,0000000002010111200257
893,0000000002010111200334
894,0000000002010111200382
895,0000000002010111100387
896,0000000002010111200132
897,0000000002010111200012
898,0000000002010111100720
899,0000000002010111100674
900,0000000002010102700076
901,0000000002010111900325
902,0000000002010112000040
903,0000000002011122000030
904,0000000002016122300008
905,0000000002011122000032
906,0000000002011122000030
907,0000000002010111800644
908,0000000002013092600006
909,0000000002012072300021
910,0000000002014122400010
911,0000000002013112600007
912,0000000002010111800644
913,0000000002011061300054
914,0000000002011061300025
915,0000000002013092600006
916,0000000002012072300021
917,0000000002014122400010
918,0000000002013121100006
919,0000000002013112600007
920,0000000002014042900005
921,0000000002016032900020
922,0000000002016050300011
923,0000000002016122300008
924,0000000002017010500001
925,0000000002010111200036
926,0000000002010111701051
927,0000000002010111600748
928,0000000002011122000028
929,0000000002011061300053
930,0000000002012072500075
931,0000000002015052600114
932,0000000002010102800016
933,0000000002010111001217
934,0000000002010111000915
935,0000000002010111000676
936,0000000002010111000268
937,0000000002010111000186
938,0000000002010110400042
939,0000000002010110400051
940,0000000002010111100168
941,0000000002010111500460
942,0000000002010111500757
943,0000000002010111200186
944,0000000002010111500757
945,0000000002015091700008
946,0000000002011122000028
947,0000000002011061300053
948,0000000002013112600004
949,0000000002015052600114
950,0000000002015051800015
951,0000000002012030100003
952,0000000002010111600762
953,0000000002010111700780
954,0000000002010111700714
955,0000000002010111600777
956,0000000002010112800096
957,0000000002013050800015
958,0000000002010112000032
959,0000000002010111800162
960,0000000002010111500815
961,0000000002010111600751
962,0000000002010111001016
963,0000000002010111000976
964,0000000002010111000416
965,0000000002010111000584
966,0000000002010111000621
967,0000000002010111000478
968,0000000002010111000378
969,0000000002010111000331
970,0000000002010111100276
971,0000000002010111500281
972,0000000002010111600751
973,0000000002010111500681
974,0000000002010111500698
975,0000000002010111900275
976,0000000002010111900293
977,0000000002015091700006
978,0000000002016111500005
979,0000000002017042100011
980,0000000002016051700004
981,0000000002016112400003
982,0000000002015052500124
983,0000000002015061900002
984,0000000002013032800032
985,0000000002013050300026
986,0000000002015052500124
987,0000000002015061900002
988,0000000002010113000383
989,0000000002010112700050
990,0000000002010112900085
991,0000000002010111900178
992,0000000002014071400039
993,0000000002015091700006
994,0000000002016111500005
995,0000000002016112400003
996,0000000002010111900178
997,0000000002014071400039
998,0000000002010111701122
999,0000000002010111600694
1000,0000000002016051600031
1001,0000000002012082400021
1002,0000000002013070200049
1003,0000000002013050700005
1004,0000000002010102700099
1005,0000000002010102700108
1006,0000000002010111000810
1007,0000000002010110500065
1008,0000000002010111000746
1009,0000000002010102700212
1010,0000000002010111500144
1011,0000000002010111500166
1012,0000000002010111100695
1013,0000000002010111100717
1014,0000000002010110900167
1015,0000000002010111000810
1016,0000000002010111100420
1017,0000000002010111000746
1018,0000000002010110500065
1019,0000000002010111701122
1020,0000000002012082400021
1021,0000000002013070200049
1022,0000000002013050700005
1023,0000000002014102300002
1024,0000000002010120600026
1025,0000000002010120300008
1026,0000000002014071500029
1027,0000000002015092700008
1028,0000000002010120300008
1029,0000000002010111200210
1030,0000000002018091000017
1031,0000000002018091000016
1032,0000000002010111600534
1033,0000000002010111000005
1034,0000000002010111200279
1035,0000000002010111200282
1036,0000000002010111200289
1037,0000000002010111200049
1038,0000000002010111200177
1039,0000000002010111200096
1040,0000000002010111100505
1041,0000000002010102700163
1042,0000000002010102800081
1043,0000000002010111000967
1044,0000000002010111001032
1045,0000000002010111000765
1046,0000000002010111100227
1047,0000000002010111100119
1048,0000000002010111200279
1049,0000000002010111200282
1050,0000000002010111200289
1051,0000000002010111100505
1052,0000000002014052900002
1053,0000000002010111600095
1054,0000000002010111200279
1055,0000000002010111200289
1056,0000000002010111100662
1057,0000000002015091700003
1058,0000000002010112200294
1059,0000000002011121300006
1060,0000000002011122000019
1061,0000000002010111900110
1062,0000000002011060100003
1063,0000000002012072500065
1064,0000000002012072400028
1065,0000000002010112200294
1066,0000000002011042100067
1067,0000000002015052600009
1068,0000000002012072500007
1069,0000000002012072400028
1070,0000000002015051400026
1071,0000000002011072700005
1072,0000000002010120200051
1073,0000000002010120200104
1074,0000000002010112700206
1075,0000000002010111900201
1076,0000000002010102800081
1077,0000000002010102700163
1078,0000000002016033000018
1079,0000000002012101100010
1080,0000000002010111600738
1081,0000000002010111700698
1082,0000000002010111700812
1083,0000000002010111601068
1084,0000000002011042700005
1085,0000000002016022300015
1086,0000000002015052200001
1087,0000000002011111600003
1088,0000000002010111500310
1089,0000000002010111500505
1090,0000000002010111500507
1091,0000000002010111100392
1092,0000000002010102700115
1093,0000000002010111900326
1094,0000000002010111900002
1095,0000000002012101100010
1096,0000000002010111900326
1097,0000000002010111800505
1098,0000000002010111100392
1099,0000000002010111000557
1100,0000000002013050300007
1101,0000000002013032800028
1102,0000000002015052200001
1103,0000000002011111600003
1104,0000000002010111800494
1105,0000000002010120200046
1106,0000000002010112700342
1107,0000000002010111900187
1108,0000000002016041200013
1109,0000000002011122000024
1110,0000000002011060100009
1111,0000000002012101100011
1112,0000000002012082900011
1113,0000000002012101100006
1114,0000000002013072600005
1115,0000000002013011800003
1116,0000000002010111601235
1117,0000000002010111601326
1118,0000000002010111600348
1119,0000000002010110900085
1120,0000000002010112700073
1121,0000000002010112700040
1122,0000000002010112700097
1123,0000000002010112900293
1124,0000000002013070200024
1125,0000000002010111500254
1126,0000000002010111500429
1127,0000000002010111100923
1128,0000000002010111500429
1129,0000000002010111100923
1130,0000000002016041200013
1131,0000000002015052600118
1132,0000000002011060100009
1133,0000000002012101100006
1134,0000000002012082900011
1135,0000000002012101100011
1136,0000000002012101100006
1137,0000000002012082900011
1138,0000000002013072600005
1139,0000000002013011800003
1140,0000000002014010300016
1141,0000000002010111800341
1142,0000000002010111800206
1143,0000000002010113000381
1144,0000000002010102700088
1145,0000000002010102700119
1146,0000000002010102700138
1147,0000000002010102700158
1148,0000000002010111601374
1149,0000000002013072400012
1150,0000000002010111000194
1151,0000000002010111200325
1152,0000000002010111600071
1153,0000000002010111601050
1154,0000000002010111600188
1155,0000000002010110500084
1156,0000000002010102700206
1157,0000000002010110500084
1158,0000000002010110500082
1159,0000000002010110900273
1160,0000000002010111001070
1161,0000000002010111001137
1162,0000000002010111000734
1163,0000000002010110400059
1164,0000000002010110500016
1165,0000000002010111000230
1166,0000000002010111701068
1167,0000000002010111600071
1168,0000000002010112900073
1169,0000000002010112900112
1170,0000000002010111900211
1171,0000000002010111600071
1172,0000000002010111200325
1173,0000000002010111200168
1174,0000000002010111200008
1175,0000000002010111100801
1176,0000000002013032800025
1177,0000000002014122400009
1178,0000000002013102400013
1179,0000000002010112200297
1180,0000000002015071300006
1181,0000000002015061700009
1182,0000000002014122400009
1183,0000000002013102400013
1184,0000000002010111100511
1185,0000000002010111000734
1186,0000000002010110500016
1187,0000000002010110400059
1188,0000000002010112900126
1189,0000000002010112900112
1190,0000000002010111900211
1191,0000000002016042000005
1192,0000000002013081500001
1193,0000000002010112000060
1194,0000000002010111800281
1195,0000000002010111800295
1196,0000000002010111700392
1197,0000000002010111601065
1198,0000000002010111601331
